marque,annee,prix_de_vente,kilometrage,carburant,type_vendeur,transmission,proprietaire,consommation,moteur,puissance,nb_sieges
Maruti,4,7638,5621,Essence,Autre connexion,Automatique,Premier,22.0,1197,81.8,5.0
Mahindra,10,6228,80000,Diesel,Individuel,Manuel,Deuxième,12.05,2179,120.0,8.0
Mahindra,7,8813,71000,Diesel,Individuel,Manuel,Premier,18.49,1493,100.0,7.0
Hyundai,5,7050,25000,Essence,Individuel,Manuel,Deuxième,18.9,1197,81.86,5.0
Honda,7,8989,80000,Diesel,Individuel,Manuel,Premier,26.0,1498,98.6,5.0
Autres,12,2585,117000,Diesel,Individuel,Manuel,Deuxième,20.3,1248,75.0,5.0
Skoda,7,7579,11000,Essence,Concessionnaire,Automatique,Premier,14.3,1598,103.5,5.0
Hyundai,5,5875,25000,Essence,Individuel,Manuel,Premier,20.3,1086,68.0,5.0
Tata,9,4700,45000,Diesel,Individuel,Manuel,Premier,19.1,1405,70.0,5.0
Maruti,8,6815,70000,Diesel,Individuel,Manuel,Premier,20.77,1248,88.76,7.0
Toyota,10,8813,79328,Diesel,Autre connexion,Manuel,Deuxième,12.99,2494,100.6,7.0
Autres,9,25850,60000,Diesel,Individuel,Automatique,Premier,17.68,1968,174.33,5.0
Renault,7,3643,11500,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Hyundai,15,1410,191000,Essence,Individuel,Manuel,Premier,17.92,1086,62.1,5.0
Tata,17,793,110000,Diesel,Individuel,Manuel,Quatrième,17.88,1396,52.8,5.0
Tata,16,1763,120000,Diesel,Individuel,Manuel,Deuxième,17.0,1405,70.0,5.0
Maruti,14,4230,100000,Diesel,Individuel,Manuel,Premier,19.3,1248,73.9,5.0
Hyundai,15,1410,120000,Diesel,Individuel,Manuel,Deuxième,16.8,1493,110.0,5.0
Chevrolet,10,4113,100000,Diesel,Individuel,Manuel,Troisième,18.2,1248,73.8,7.0
Hyundai,13,2468,50000,Essence,Individuel,Manuel,Deuxième,18.5,1197,80.0,5.0
Volkswagen,7,6944,60000,Diesel,Concessionnaire,Manuel,Premier,21.49,1498,108.5,5.0
Toyota,11,9988,120000,Diesel,Individuel,Manuel,Deuxième,12.8,2494,102.0,8.0
Maruti,11,3760,120000,Diesel,Individuel,Manuel,Deuxième,22.9,1248,74.0,5.0
Toyota,8,22184,120000,Diesel,Individuel,Manuel,Deuxième,12.55,2982,168.5,7.0
Maruti,14,1469,60000,Essence,Individuel,Manuel,Troisième,19.7,796,46.3,5.0
Mercedes-Benz,7,35250,40000,Diesel,Individuel,Automatique,Premier,13.0,2143,204.0,5.0
Volkswagen,11,3290,80000,Diesel,Individuel,Manuel,Troisième,20.54,1598,103.6,5.0
Tata,4,5758,33928,Essence,Concessionnaire,Manuel,Premier,23.84,1199,84.48,5.0
Hyundai,7,9400,25000,Essence,Individuel,Manuel,Premier,15.29,1591,121.3,5.0
Hyundai,13,1645,70000,Essence,Individuel,Manuel,Quatrième,20.36,1197,78.9,5.0
Volvo,4,44650,20000,Diesel,Individuel,Automatique,Premier,18.0,1969,190.0,5.0
Hyundai,7,3995,30000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Honda,8,6756,9599,Essence,Concessionnaire,Manuel,Premier,17.8,1497,117.3,5.0
Hyundai,5,7285,70000,Diesel,Individuel,Manuel,Premier,25.4,1186,73.97,5.0
Ford,9,7285,40000,Diesel,Individuel,Manuel,Deuxième,13.1,2499,141.0,7.0
Nissan,9,7050,80000,Essence,Individuel,Automatique,Deuxième,11.07,2496,179.5,5.0
Volvo,5,39950,22000,Diesel,Concessionnaire,Automatique,Premier,18.0,1969,190.0,5.0
Maruti,11,2761,98500,Essence,Individuel,Manuel,Deuxième,19.0,998,66.1,5.0
Tata,11,3760,70000,Diesel,Individuel,Manuel,Deuxième,15.3,2956,83.8,7.0
Maruti,18,1293,50800,Essence,Concessionnaire,Manuel,Deuxième,19.7,796,46.3,5.0
Maruti,7,3525,40000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Maruti,13,2350,80000,Essence,Individuel,Manuel,Deuxième,18.9,1061,67.0,5.0
Tata,17,3525,175000,Diesel,Individuel,Manuel,Deuxième,13.93,2179,138.1,7.0
Tata,11,2702,50000,Diesel,Individuel,Manuel,Premier,17.0,1405,70.0,5.0
Ford,8,7050,50000,Diesel,Individuel,Manuel,Premier,22.77,1498,98.59,5.0
Maruti,5,7050,69779,Essence,Concessionnaire,Automatique,Premier,22.0,1197,81.8,5.0
Maruti,9,6580,90000,Diesel,Individuel,Manuel,Premier,20.77,1248,88.8,7.0
Maruti,8,3760,50000,Essence,Individuel,Manuel,Deuxième,20.51,998,67.04,5.0
Maruti,4,4465,14000,Essence,Individuel,Automatique,Premier,23.95,998,67.05,5.0
Toyota,7,23500,68089,Essence,Autre connexion,Automatique,Premier,19.16,2494,157.7,5.0
Maruti,10,3525,100000,Diesel,Individuel,Manuel,Deuxième,23.2,1248,73.94,5.0
Ford,16,1469,110000,Diesel,Individuel,Manuel,Troisième,17.8,1399,68.0,5.0
Mahindra,12,2702,170000,Diesel,Individuel,Manuel,Deuxième,21.0,1461,64.1,5.0
Honda,14,4700,100000,Essence,Individuel,Automatique,Deuxième,11.7,2354,177.6,5.0
Tata,11,2115,100000,Diesel,Individuel,Manuel,Deuxième,19.4,1405,70.0,5.0
Toyota,12,9753,300000,Diesel,Individuel,Manuel,Troisième,12.8,2494,102.0,7.0
Hyundai,14,4406,100000,Diesel,Individuel,Manuel,Premier,18.1,1493,110.0,5.0
Maruti,10,5288,67000,Diesel,Concessionnaire,Manuel,Deuxième,28.4,1248,74.0,5.0
Tata,8,5910,110000,Diesel,Individuel,Manuel,Premier,14.1,2179,147.94,7.0
Honda,7,8519,140000,Essence,Individuel,Manuel,Premier,15.4,1497,117.3,7.0
Autres,8,3525,95000,Diesel,Individuel,Manuel,Troisième,21.2,1248,75.0,5.0
Maruti,7,5405,27000,Essence,Individuel,Manuel,Premier,23.1,998,67.04,5.0
Mahindra,5,8813,70000,Diesel,Individuel,Manuel,Premier,16.5,1493,70.0,7.0
Honda,9,6110,48000,Diesel,Individuel,Manuel,Premier,25.8,1498,98.6,5.0
Tata,13,2891,120000,Diesel,Individuel,Manuel,Premier,18.8,1248,90.0,5.0
Mahindra,7,15275,40000,Diesel,Individuel,Automatique,Premier,16.0,2179,140.0,7.0
Maruti,13,2938,110000,Diesel,Individuel,Manuel,Deuxième,21.1,1248,73.9,5.0
Maruti,7,3231,38000,Essence,Concessionnaire,Manuel,Premier,24.7,796,47.3,5.0
Hyundai,3,3878,70000,Essence,Individuel,Manuel,Deuxième,18.9,1197,81.86,5.0
Hyundai,9,4700,20000,Essence,Individuel,Manuel,Premier,18.9,1197,82.0,5.0
Tata,10,3055,189000,Diesel,Individuel,Manuel,Premier,21.02,1248,88.76,5.0
Honda,8,6756,50000,Essence,Individuel,Automatique,Premier,19.0,1199,88.7,5.0
Maruti,9,5523,60000,Diesel,Individuel,Manuel,Premier,23.4,1248,74.0,5.0
Maruti,9,2233,60000,Essence,Individuel,Manuel,Premier,19.0,998,67.1,5.0
Honda,6,11163,50000,Diesel,Individuel,Manuel,Premier,25.5,1498,98.6,5.0
Tata,6,4935,110000,Diesel,Individuel,Manuel,Premier,24.7,1047,69.0,5.0
Tata,11,3525,70000,Diesel,Individuel,Manuel,Troisième,21.12,1248,88.8,5.0
Tata,5,4700,40000,Essence,Individuel,Manuel,Premier,23.84,1199,84.0,5.0
Tata,5,6169,110000,Diesel,Individuel,Manuel,Deuxième,20.65,1248,88.7,5.0
Tata,5,5875,50000,Diesel,Individuel,Manuel,Premier,24.7,1047,69.0,5.0
Mahindra,6,15863,25000,Diesel,Individuel,Manuel,Premier,16.0,2179,140.0,7.0
Mahindra,7,11163,75000,Diesel,Individuel,Automatique,Troisième,16.0,2179,140.0,7.0
Maruti,6,9165,40000,Diesel,Individuel,Manuel,Premier,24.3,1248,88.5,5.0
Autres,5,46706,31800,Diesel,Concessionnaire,Automatique,Premier,17.01,1968,188.0,5.0
Datsun,5,3525,7000,Essence,Individuel,Manuel,Premier,22.5,999,67.0,5.0
Hyundai,5,8225,29000,Diesel,Individuel,Manuel,Premier,24.0,1186,73.97,5.0
Maruti,13,2350,90000,Essence,Individuel,Manuel,Deuxième,18.9,1061,67.0,5.0
Maruti,4,10575,20000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.02,5.0
Renault,8,2468,210000,Essence,Individuel,Manuel,Deuxième,25.17,799,53.3,5.0
Maruti,8,6404,180000,Diesel,Individuel,Manuel,Premier,25.2,1248,74.0,5.0
Mahindra,10,9400,117000,Diesel,Concessionnaire,Automatique,Premier,11.18,2696,184.0,7.0
Mahindra,9,7579,139000,Diesel,Individuel,Automatique,Premier,11.79,2179,120.0,8.0
BMW,7,25263,30000,Diesel,Concessionnaire,Automatique,Premier,22.69,1995,190.0,5.0
BMW,13,11456,72200,Essence,Concessionnaire,Automatique,Deuxième,10.8,2497,150.0,5.0
Chevrolet,13,3290,100000,Diesel,Individuel,Manuel,Deuxième,14.8,2499,80.0,10.0
Toyota,14,7050,220000,Diesel,Individuel,Manuel,Premier,12.8,2494,102.0,8.0
Maruti,6,8225,90000,Diesel,Individuel,Manuel,Premier,24.3,1248,88.5,5.0
Datsun,5,3643,7000,Essence,Individuel,Manuel,Premier,22.5,999,67.0,5.0
Hyundai,9,8578,60000,Diesel,Individuel,Manuel,Premier,22.32,1582,126.32,5.0
Maruti,5,11163,77800,Diesel,Individuel,Manuel,Premier,25.1,1248,88.5,5.0
Maruti,5,8695,38817,Diesel,Concessionnaire,Manuel,Premier,27.39,1248,74.0,5.0
Renault,9,4994,69000,Diesel,Concessionnaire,Manuel,Premier,19.87,1461,83.8,5.0
Mahindra,7,7050,60000,Diesel,Individuel,Manuel,Premier,18.49,1493,100.0,7.0
Tata,15,1763,120000,Diesel,Individuel,Manuel,Quatrième,11.57,2179,138.1,7.0
Hyundai,11,3137,40000,Essence,Individuel,Manuel,Premier,20.36,1197,78.9,5.0
Maruti,10,3231,80000,Essence,Individuel,Manuel,Deuxième,15.1,1196,73.0,5.0
Maruti,8,6169,40000,Diesel,Individuel,Manuel,Premier,26.59,1248,74.0,5.0
Mahindra,9,6169,120000,Diesel,Individuel,Manuel,Premier,15.1,2179,140.0,7.0
Maruti,10,2820,108916,Essence,Individuel,Manuel,Deuxième,20.51,998,67.04,5.0
Maruti,12,3525,40000,Essence,Individuel,Manuel,Troisième,19.0,998,67.1,5.0
Maruti,12,3290,210000,Diesel,Individuel,Manuel,Premier,22.9,1248,74.0,5.0
Maruti,8,4113,46357,Essence,Individuel,Manuel,Deuxième,20.51,998,67.04,5.0
Maruti,14,1410,58000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Hyundai,10,2526,47000,Essence,Individuel,Manuel,Deuxième,21.1,814,55.2,5.0
BMW,4,64625,8500,Diesel,Concessionnaire,Automatique,Premier,16.78,1995,190.0,5.0
Maruti,10,1998,60000,Essence,Individuel,Manuel,Quatrième,22.74,796,47.3,5.0
Mahindra,4,8343,30000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Hyundai,8,10222,120000,Diesel,Individuel,Manuel,Premier,22.7,1582,126.2,5.0
Hyundai,6,7638,30000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Toyota,7,23500,68089,Essence,Autre connexion,Automatique,Premier,19.16,2494,157.7,5.0
Maruti,14,2350,70000,Diesel,Individuel,Manuel,Premier,21.1,1248,73.9,5.0
Honda,16,2702,60000,Essence,Individuel,Manuel,Troisième,17.7,1497,78.0,5.0
Maruti,4,11515,50000,Diesel,Individuel,Manuel,Premier,24.3,1248,88.5,5.0
Datsun,7,3936,40000,Essence,Concessionnaire,Manuel,Premier,20.63,1198,67.0,5.0
Mahindra,17,2702,80000,Diesel,Individuel,Manuel,Deuxième,10.5,2179,120.0,7.0
Chevrolet,13,1351,60000,Essence,Individuel,Manuel,Deuxième,18.0,995,62.0,5.0
Hyundai,13,3995,110000,Diesel,Individuel,Manuel,Premier,23.0,1396,90.0,5.0
Ford,12,2409,70000,Diesel,Individuel,Manuel,Deuxième,20.0,1399,68.0,5.0
Hyundai,9,3525,100000,Essence,Individuel,Manuel,Premier,19.81,1086,68.05,5.0
Ford,11,3525,64000,Diesel,Individuel,Manuel,Deuxième,17.8,1399,67.0,5.0
Hyundai,12,3079,56389,Essence,Concessionnaire,Manuel,Premier,20.36,1197,78.9,5.0
Chevrolet,16,1058,60000,Essence,Individuel,Manuel,Deuxième,18.0,995,62.0,5.0
Maruti,10,2644,58343,Essence,Autre connexion,Manuel,Premier,21.79,998,67.05,5.0
Ford,8,8225,25000,Essence,Individuel,Manuel,Premier,15.85,1499,110.4,5.0
Hyundai,6,6463,60000,Diesel,Individuel,Manuel,Premier,24.0,1186,73.97,5.0
Hyundai,9,4442,80000,Essence,Individuel,Manuel,Premier,18.9,1197,82.0,5.0
Autres,8,5875,70000,Diesel,Individuel,Manuel,Premier,20.4,1248,91.7,5.0
Maruti,19,823,70000,Essence,Individuel,Manuel,Deuxième,18.9,998,67.1,5.0
Autres,5,12338,13000,Diesel,Individuel,Manuel,Premier,17.0,2200,139.01,7.0
Renault,11,4700,120000,Diesel,Individuel,Manuel,Troisième,19.01,1461,108.45,5.0
Honda,6,12338,50000,Diesel,Individuel,Manuel,Premier,25.6,1498,97.9,5.0
Maruti,5,4935,35000,Essence,Individuel,Automatique,Premier,20.51,998,67.0,5.0
Maruti,5,4583,25000,Essence,Individuel,Manuel,Deuxième,20.51,998,67.04,5.0
Mahindra,6,7931,70000,Diesel,Individuel,Manuel,Deuxième,15.96,2523,62.1,7.0
Honda,6,9988,30000,Essence,Concessionnaire,Automatique,Premier,15.4,1497,117.3,7.0
Toyota,6,21738,18890,Diesel,Concessionnaire,Automatique,Premier,11.36,2755,171.5,7.0
Renault,8,5699,75000,Diesel,Concessionnaire,Manuel,Premier,19.87,1461,83.8,5.0
Maruti,12,3525,100000,Essence,Individuel,Manuel,Deuxième,17.5,1298,85.8,5.0
Mahindra,4,11456,12584,Diesel,Concessionnaire,Manuel,Premier,16.55,2498,105.0,6.0
Toyota,6,7344,25538,Essence,Autre connexion,Manuel,Premier,16.78,1496,88.73,5.0
Autres,14,1763,55000,Essence,Individuel,Manuel,Premier,14.6,1368,88.7,5.0
Volvo,5,29081,2000,Diesel,Concessionnaire,Automatique,Premier,16.8,1984,150.0,5.0
Chevrolet,8,4113,50000,Essence,Individuel,Manuel,Premier,18.2,1199,82.4,5.0
Hyundai,5,14335,11000,Essence,Individuel,Manuel,Premier,15.8,1591,121.3,5.0
Maruti,9,5405,145000,Diesel,Individuel,Manuel,Deuxième,26.21,1248,88.5,5.0
Hyundai,5,9400,25000,Essence,Individuel,Automatique,Premier,17.4,1197,81.86,5.0
Renault,6,3819,16500,Essence,Individuel,Manuel,Deuxième,23.01,999,67.0,5.0
Toyota,16,4113,376412,Diesel,Individuel,Manuel,Deuxième,12.8,2494,102.0,8.0
Mahindra,14,3525,170000,Diesel,Individuel,Manuel,Troisième,13.6,2523,63.0,7.0
Ford,6,8519,45000,Diesel,Individuel,Manuel,Premier,23.0,1498,98.96,5.0
Hyundai,18,1763,89000,Essence,Individuel,Manuel,Deuxième,15.3,1341,83.0,5.0
Maruti,17,764,198000,Essence,Individuel,Manuel,Deuxième,18.9,998,67.1,5.0
Maruti,7,3701,32000,Essence,Concessionnaire,Manuel,Premier,24.7,796,47.3,5.0
Tata,8,3513,16500,Essence,Individuel,Manuel,Premier,17.57,1193,88.7,5.0
Hyundai,8,7050,60000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Ford,6,10340,33000,Diesel,Individuel,Manuel,Premier,23.0,1498,98.96,5.0
Hyundai,11,2115,120000,Essence,Individuel,Manuel,Deuxième,21.1,814,55.2,5.0
Renault,5,4113,25000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Tata,16,764,120000,Diesel,Individuel,Manuel,Troisième,17.2,1396,53.5,5.0
Toyota,7,22325,41000,Essence,Concessionnaire,Automatique,Premier,19.16,2494,157.7,5.0
Ford,6,8225,70000,Diesel,Individuel,Manuel,Premier,25.83,1498,99.0,5.0
Maruti,3,5229,1000,Essence,Individuel,Manuel,Premier,21.21,1197,81.8,5.0
Toyota,10,8813,79328,Diesel,Autre connexion,Manuel,Deuxième,12.99,2494,100.6,7.0
Honda,8,7050,128000,Diesel,Concessionnaire,Manuel,Premier,26.0,1498,98.6,5.0
Maruti,9,4876,46000,Essence,Concessionnaire,Manuel,Premier,21.63,998,67.04,5.0
Maruti,14,1351,100000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Honda,7,6463,56494,Essence,Autre connexion,Manuel,Premier,18.2,1199,88.7,5.0
Maruti,10,3466,120000,Diesel,Individuel,Manuel,Premier,23.2,1248,73.94,5.0
Skoda,10,5346,98000,Diesel,Individuel,Manuel,Premier,20.5,1598,103.5,5.0
Nissan,4,10105,14317,Essence,Concessionnaire,Manuel,Premier,14.23,1498,104.55,5.0
Hyundai,9,5875,65000,Essence,Individuel,Manuel,Premier,19.1,1197,81.86,5.0
Renault,5,10575,35000,Diesel,Individuel,Manuel,Premier,21.04,1461,83.8,7.0
Maruti,8,6463,25000,Essence,Individuel,Manuel,Premier,20.4,1197,81.8,5.0
Hyundai,12,5288,96000,Diesel,Individuel,Manuel,Quatrième,22.32,1582,126.32,5.0
Mahindra,10,6463,90000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Maruti,5,8049,26000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.0,5.0
Maruti,8,4829,23999,Essence,Concessionnaire,Automatique,Premier,23.1,998,67.04,5.0
Honda,4,9153,7032,Essence,Autre connexion,Automatique,Premier,19.0,1199,88.76,5.0
Mahindra,8,7638,110000,Diesel,Individuel,Manuel,Deuxième,15.4,2523,75.0,9.0
Maruti,25,823,40000,Essence,Individuel,Manuel,Deuxième,17.3,993,60.0,5.0
Tata,13,1763,90000,Diesel,Individuel,Manuel,Premier,17.0,1405,70.0,5.0
Ford,4,6228,9500,Essence,Individuel,Manuel,Premier,18.16,1196,86.8,5.0
Maruti,11,3525,88000,Essence,Individuel,Manuel,Premier,17.5,1298,85.8,5.0
Tata,5,18506,30000,Diesel,Individuel,Manuel,Premier,17.6,2179,153.86,7.0
Mahindra,6,8636,70000,Diesel,Individuel,Manuel,Premier,16.5,1493,70.0,7.0
Ford,13,2115,187000,Diesel,Concessionnaire,Manuel,Deuxième,17.8,1399,68.0,5.0
Maruti,6,8519,50000,Diesel,Individuel,Manuel,Premier,24.3,1248,88.5,5.0
Toyota,5,34075,46000,Diesel,Individuel,Manuel,Premier,14.24,2755,174.5,7.0
Datsun,8,2702,60000,Essence,Individuel,Manuel,Deuxième,19.44,1198,67.0,7.0
Toyota,5,12690,12800,Essence,Individuel,Automatique,Premier,17.8,1496,105.5,5.0
Ford,4,6228,9500,Essence,Individuel,Manuel,Premier,18.16,1196,86.8,5.0
Maruti,7,4406,61173,Diesel,Concessionnaire,Manuel,Premier,27.62,793,47.0,5.0
Mahindra,15,3760,100000,Diesel,Individuel,Manuel,Deuxième,12.7,2609,116.6,9.0
Chevrolet,17,2233,94000,Essence,Individuel,Manuel,Deuxième,17.4,1599,104.0,5.0
Tata,9,4113,101200,Diesel,Individuel,Manuel,Deuxième,15.3,2956,83.83,7.0
Maruti,6,5875,20000,Essence,Individuel,Manuel,Premier,11.96,1298,80.0,8.0
Hyundai,12,1645,60000,Essence,Individuel,Manuel,Quatrième,17.92,1086,62.1,5.0
Renault,7,2938,22000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Chevrolet,11,2350,70000,Diesel,Individuel,Manuel,Deuxième,25.44,936,57.6,5.0
Volkswagen,4,6698,5000,Essence,Individuel,Manuel,Premier,18.78,999,75.0,5.0
Toyota,16,4817,248119,Diesel,Individuel,Manuel,Quatrième,12.8,2494,102.0,8.0
Ford,12,3525,80000,Diesel,Individuel,Manuel,Premier,20.0,1399,68.0,5.0
Maruti,10,7050,120000,Diesel,Individuel,Manuel,Troisième,20.77,1248,88.8,7.0
Mahindra,9,4641,140000,Diesel,Individuel,Manuel,Premier,14.0,2489,95.0,8.0
Ford,6,8225,35000,Diesel,Individuel,Manuel,Premier,25.83,1498,99.0,5.0
Tata,14,1293,113000,Essence,Individuel,Manuel,Premier,15.3,1193,65.3,5.0
Maruti,13,2585,46533,Essence,Concessionnaire,Manuel,Premier,18.9,998,67.1,5.0
Maruti,6,7873,70000,Diesel,Individuel,Manuel,Premier,24.3,1248,88.5,5.0
Mahindra,9,6698,74000,Diesel,Concessionnaire,Manuel,Premier,15.96,2523,62.1,7.0
Chevrolet,7,2526,60000,Diesel,Individuel,Manuel,Deuxième,25.44,936,56.3,5.0
Tata,8,1821,60000,GNC,Individuel,Manuel,Deuxième,33.18,1193,55.23,5.0
Maruti,10,5992,148000,Diesel,Individuel,Manuel,Premier,20.77,1248,88.8,7.0
Hyundai,5,13806,14000,Essence,Concessionnaire,Manuel,Premier,15.8,1591,121.3,5.0
Mahindra,5,17978,40000,Diesel,Individuel,Manuel,Premier,16.0,2179,138.0,7.0
Tata,5,12044,8000,Diesel,Concessionnaire,Automatique,Premier,21.5,1497,108.5,5.0
Toyota,6,7344,25538,Essence,Autre connexion,Manuel,Premier,16.78,1496,88.73,5.0
Hyundai,5,7050,65000,Diesel,Individuel,Manuel,Premier,25.4,1186,73.97,5.0
Hyundai,4,5053,18500,Essence,Individuel,Manuel,Premier,20.3,1086,68.0,5.0
Maruti,11,2585,13000,Essence,Individuel,Manuel,Premier,20.92,998,67.1,5.0
Toyota,7,23500,68089,Essence,Autre connexion,Automatique,Premier,19.16,2494,157.7,5.0
Tata,11,5288,68240,Diesel,Concessionnaire,Manuel,Premier,13.93,2956,138.1,7.0
Mahindra,9,7990,120000,Diesel,Individuel,Manuel,Premier,15.1,2179,140.0,7.0
Renault,6,4113,34000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Datsun,7,3819,70000,Essence,Individuel,Manuel,Deuxième,19.44,1198,67.0,7.0
Mahindra,8,5229,40200,Diesel,Concessionnaire,Manuel,Premier,21.0,1498,74.96,7.0
Toyota,11,8813,120000,Diesel,Individuel,Manuel,Premier,12.8,2494,102.0,8.0
Hyundai,16,1586,119000,Diesel,Individuel,Manuel,Quatrième,16.8,1493,110.0,5.0
Honda,7,4700,68000,Essence,Individuel,Manuel,Premier,19.4,1198,86.8,5.0
Renault,5,14688,12000,Diesel,Individuel,Manuel,Premier,19.6,1461,108.45,5.0
Maruti,10,4583,77000,Diesel,Concessionnaire,Manuel,Premier,21.1,1248,73.9,5.0
Maruti,4,10928,15000,Diesel,Individuel,Manuel,Premier,25.1,1248,88.5,5.0
Mahindra,18,2938,80000,Diesel,Individuel,Manuel,Premier,13.6,2523,63.0,7.0
Hyundai,11,6933,110000,Diesel,Individuel,Manuel,Deuxième,22.32,1582,126.32,5.0
Maruti,14,2761,70000,Essence,Individuel,Manuel,Deuxième,17.3,1061,64.0,5.0
Hyundai,5,9988,50000,Diesel,Individuel,Manuel,Premier,22.54,1396,88.73,5.0
Maruti,8,6463,45000,Diesel,Concessionnaire,Manuel,Premier,28.4,1248,74.0,5.0
Maruti,15,1880,70000,Essence,Individuel,Manuel,Quatrième,19.7,796,35.0,8.0
Hyundai,7,8930,20000,Essence,Individuel,Manuel,Premier,17.01,1591,121.4,5.0
Ford,5,7638,21000,Diesel,Individuel,Manuel,Premier,25.83,1498,99.0,5.0
Hyundai,4,11163,15000,Diesel,Individuel,Manuel,Premier,22.1,1396,88.7,5.0
Mahindra,8,4406,80000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Maruti,5,8871,39000,Diesel,Concessionnaire,Manuel,Premier,28.4,1248,74.0,5.0
Tata,9,2938,50000,Diesel,Individuel,Manuel,Deuxième,25.0,1396,69.01,5.0
Hyundai,9,4700,50074,Diesel,Individuel,Manuel,Premier,24.0,1120,70.0,5.0
Hyundai,5,14100,27000,Essence,Individuel,Manuel,Premier,15.8,1591,121.3,5.0
Hyundai,12,2526,100000,Essence,Individuel,Manuel,Troisième,20.36,1197,78.9,5.0
Hyundai,9,4935,90000,Diesel,Individuel,Manuel,Deuxième,24.4,1120,71.01,5.0
Honda,4,9153,7032,Essence,Autre connexion,Automatique,Premier,19.0,1199,88.76,5.0
Maruti,10,2644,58343,Essence,Autre connexion,Manuel,Premier,21.79,998,67.05,5.0
Autres,9,18800,44000,Diesel,Individuel,Automatique,Deuxième,16.55,1968,147.51,5.0
Hyundai,15,1821,60000,Essence,Individuel,Manuel,Troisième,15.0,1086,66.6,5.0
Maruti,12,1998,70000,Essence,Individuel,Manuel,Troisième,19.7,796,46.3,5.0
Mahindra,14,3760,80000,Diesel,Individuel,Manuel,Troisième,12.05,2179,120.0,7.0
Ford,11,3878,60000,Diesel,Individuel,Manuel,Premier,17.8,1399,67.0,5.0
Tata,4,14688,100000,Diesel,Individuel,Manuel,Premier,14.1,2179,153.86,7.0
Renault,9,5288,133000,Diesel,Individuel,Manuel,Premier,19.01,1461,108.45,5.0
Tata,4,6463,15000,Essence,Individuel,Manuel,Premier,20.3,1199,84.0,5.0
Maruti,4,7638,15000,Essence,Individuel,Automatique,Premier,22.0,1197,81.8,5.0
Mahindra,16,1763,120000,Diesel,Individuel,Manuel,Deuxième,19.2,1461,65.0,5.0
Maruti,8,4700,50000,Essence,Individuel,Manuel,Premier,20.4,1197,83.11,5.0
Volkswagen,8,7649,69000,Diesel,Concessionnaire,Automatique,Premier,22.15,1498,108.6,5.0
Mahindra,4,18506,18000,Diesel,Individuel,Manuel,Premier,15.1,2179,152.87,7.0
Nissan,10,4406,212000,Diesel,Individuel,Manuel,Premier,21.64,1461,84.8,5.0
Maruti,12,3173,89000,Diesel,Individuel,Manuel,Deuxième,21.1,1248,73.9,5.0
Maruti,16,529,80000,Essence,Individuel,Manuel,Premier,16.1,796,37.0,4.0
Autres,4,24675,5000,Essence,Individuel,Automatique,Premier,16.0,1368,160.77,5.0
Hyundai,14,1763,110000,Essence,Individuel,Manuel,Deuxième,20.36,1197,78.9,5.0
Maruti,4,7931,5000,Essence,Individuel,Manuel,Premier,21.21,1197,81.8,5.0
Tata,7,2973,45775,Essence,Concessionnaire,Manuel,Premier,23.84,1199,84.0,5.0
Maruti,16,1469,120000,Essence,Individuel,Manuel,Troisième,15.0,1586,104.68,5.0
Ford,13,1880,90000,Essence,Individuel,Manuel,Deuxième,15.6,1196,70.0,5.0
Maruti,10,7050,30000,Diesel,Individuel,Manuel,Deuxième,20.77,1248,88.76,7.0
Renault,6,6756,96000,Diesel,Individuel,Manuel,Premier,19.87,1461,83.8,5.0
Tata,11,2938,120000,Diesel,Individuel,Manuel,Premier,15.42,1405,70.0,7.0
Mahindra,11,5053,50000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Maruti,9,5288,145500,Diesel,Individuel,Manuel,Premier,23.4,1248,74.0,5.0
Hyundai,14,2702,50000,Essence,Individuel,Manuel,Deuxième,19.81,1086,68.05,5.0
Maruti,12,2644,30000,Essence,Individuel,Manuel,Premier,20.92,998,67.1,5.0
Volkswagen,4,5875,20000,Essence,Individuel,Manuel,Premier,19.44,999,75.0,5.0
Maruti,16,1528,78000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Toyota,6,6451,35000,Essence,Individuel,Manuel,Premier,17.71,1197,78.9,5.0
Hyundai,6,3290,50000,Essence,Individuel,Manuel,Deuxième,21.1,814,55.2,5.0
